Increase volume when I [am watching a movie].,"Whenever I [am watching a movie], turn up the sound.",Make it louder when I [am watching a movie].,Turn the volume up if I [am watching a movie].
Increase volume when I [am watching a movie].,Turn the volume up when I [am watching a movie].,When I [am watching a movie] increase the volume.,If I [am watching a movie} turn the volume up.
Increase volume when I [am watching a movie].,Turn the sound up when I [am watching a movie].,Keep the volume up when I [am watching a movie].,While I [am watching a movie] turn the sound up.
Increase volume when I [am watching a movie].,Turn up the volume when I [am watching a movie].,Turn up the volume to 70% when I [am watching a movie].,Turn up the sound when I [am watching a movie].
Increase volume when I [am watching a movie].,Turn up the volume when I am watching a movie.,Make the volume louder when I am watching a movie.,Be sure to turn the volume up when I am watching a movie.
Increase volume when I [am watching a movie].,Turn the volume up when I am watching a movie.,I would like you to increase the volume while I am watching a movie.,Please turn the volume up while I am watching a movie.
Increase volume when I [am watching a movie].,"Whenever I [am watching a movie], please turn up the volume.",Turn up the volume when I [am watching a movie].,"Every time I [am watching a movie], turn up the volume."
Increase volume when I [am watching a movie].,"If I [am watching a movie], turn the volume up",The volume should increase when I [am watching a movie],"If I [am watching a movie], make it louder"
Increase volume when I [am watching a movie].,When i [am watching a movie] increase the volume.,When i [am watching a movie] raise the volume.,When i [am watching a movie] raise the volume level.
Increase volume when I [am watching a movie].,When I [am watching a movie] increase the volume,Makes sure to increase the volume when I [am watching a movie],While I [am watching a movie] increase the volume
Increase volume when I [am watching a movie].,Raise the volume when I [am watching a movie].,Remember to increase the volume when I [am watching a movie].,Elevate the volume when I [am watching a movie].
Increase volume when I [am watching a movie].,When I [am watching a movie] I want the volume increased.,The volume should go up when I [am watching a movie].,Make the sound louder when I [am watching a movie].
Increase volume when I [am watching a movie].,Turn up the volume when I [am watching a movie].,Make the speakers louder as I [am watching a movie].,Please boost the volume of the speakers when I [am watching a movie].
Increase volume when I [am watching a movie].,When I [am watching a movie] increase the volume.,Turn the volume up when [I am watching a movie].,When I'm [watching a movie] turn up the volume.
Increase volume when I [am watching a movie].,Turn the volume up when I [am watching a movie].,Turn up the volume up when I [am watching a movie].,When I [am watching] a movie increase the volume.
Increase volume when I [am watching a movie].,Turn volume louder when I [am watching a movie].,Anytime I [am watching a movie] I want the volume increased.,Make the volume louder when you see I [am watching a movie].
Increase volume when I [am watching a movie].,Turn up the volume when I [am watching a movie].,"When I [am watching a movie], always boost up the volume.",I want the volume to always increase when I [am watching a movie].
Increase volume when I [am watching a movie].,Turn up volume when I am watching a movie.,Elevate volume when I am watching a movie,When I am watching a movie move up the volume.
Increase volume when I [am watching a movie].,Whenever I [am watching a movie] I want you to increase the volume.,Turn the volume up anytime I [am watching a movie].,"When you see that I [am watching a movie], turn up the volume."
Increase volume when I [am watching a movie].,Turn louder when I am watching a movie.,"When I am watching a movie, I want it louder.",I want it louder when I am watching a movie.
Let me know if [Joe] sends me an [email],If [Joe] sends an [email] let me know,Ding me if and [email] is received from [Joe],Alert me if [Joe] sends an [email]
Let me know if [Joe] sends me an [email],Alert me if [Joe] send me [email],Tell me if I get an [email] from [Joe].,Notify me of an [email] from [Joe].
Let me know if [Joe] sends me an [email],Tell me if I get an [email] from [Joe].,I want to be notified if I get an [email] from [Joe].,If I get an [email] from [Joe] then tell me.
Let me know if [Joe] sends me an [email],Remind me if Joe sends an email.,I need to know if Joe sends me an email.,Give me a notification if Joe sends an email.
Let me know if [Joe] sends me an [email],Tell me if i get an [email] from [Joe].,If [Joe] sends me an [email] let me know.,Inform me if [Joe] sends me an [email].
Let me know if [Joe] sends me an [email],"If (joe) send me an  (email), let me know.",Keep me update with (joe) when He sends an (email).,"When (joe) sends an (email), please let me know."
Let me know if [Joe] sends me an [email],Tell me whenever [Joe] sends me an [email].,Please let me know whenever [Joe] sends me an [email].,Tell me when I get an [email] from [Joe].
Let me know if [Joe] sends me an [email],If [Joe] sends an [email] contact me,Buzz me if an [email] from [Joe] arrives,Let me know if I get an [email] from [Joe]
Let me know if [Joe] sends me an [email],Alert me if I get an [email] from [Joe].,Send me a notification if I receive any [email] from [Joe].,Notify me when any [email] from [Joe] comes in.
Let me know if [Joe] sends me an [email],Alert me when [Joe] sends an [email].,Advise me when [Joe] sends an email.,Send me an alert if [Joe] sends an email.
Let me know if [Joe] sends me an [email],Notify me if [Joe] sends me an [email].,"If [Joe] sends me an [email], let me know.",Let me know if I receive an [email] from [Joe].
Let me know if [Joe] sends me an [email],Tell me if [Joe] sends me an [email].,Notify me when [Joe] sends me an [email].,When [Joe] sends me an [email] tell me.
Let me know if [Joe] sends me an [email],Notify me if I receive an [email] from [Joe],"As soon as [Joe] sends me an [email], let me know.",I am waiting on an [email] from [Joe] and would really appreciate it if you would let me know when this happens.
Let me know if [Joe] sends me an [email],"When [Joe] sends me an [email], notify me","Every time I receive an [email] from [Joe], alert me",Alert me when [Joe] sends an [email] to me
Let me know if [Joe] sends me an [email],Alert me if I receive an [email] from [Joe],Notify me if [Joe] sends me and [email],Alert me if I get an [email] from [Joe]
Let me know if [Joe] sends me an [email],Notify me when [Joe] sends me a [email].,When [Joe] sends me a [email] notify me.,When [Joe] sends me a [email] let me know.
Let me know if [Joe] sends me an [email],Tell me if [Joe] sends an [email].,Notify me when [Joe] sends an [email].,Signal me when [Joe] sends an [email].
Let me know if [Joe] sends me an [email],Tell me if [Joe] sends me an [email].,Alert me if [Joe] sends me an [email].,Notify me if [Joe] sends me an [email].
Let me know if [Joe] sends me an [email],Alert me if I get an [email] from [Joe].,Tell me when [Joe] sends and [email].,Give me an alert if [Joe] sends and [email].
Let me know if [Joe] sends me an [email],Tell me if [Joe] sends me an [email],Notify me if [Joe] sends me an [email],I want to know if [Joe] sends me an [email]
Let me know if [Joe] sends me an [email],Notify me when [Joe] sends me [email],"When I get an [email] from [Joe], tell me.","If [Joe] [emails] me, tell me."
Let me know if [Joe] sends me an [email],"When [Joe] emails me, let me know.",Let me know if [Joe] emails me.,"If [Joe] sends me an email, tell me."
Let me know if [Joe] sends me an [email],Tell me whenever [Joe] sends an [email].,"When I receive an [email] from [Joe], let me know.","If [Joe] sends an email to me, then notify me."
Let me know when [my script] finishes running,Tell me when [my script] is done running.,"When [my script] finishes, let me know.",Alert me when [my script] is done.
Let me know when [my script] finishes running,Notify me when [my script] is done,Ding when [my script] is finished,Tell me when [my script] is done
Let me know when [my script] finishes running,Tell me when [my script] is done,Notify me after [my script] finishes running,After [my script] finishes running please alert me
Let me know when [my script] finishes running,Remind me when my script finishes running.,I need to know when my script is finished running.,Tell me when my script is done running.
Let me know when [my script] finishes running,"When [my script] finishes, let me know.","Once [my script] finishes running, let me know.",Inform me when [my script] is finished.
Let me know when [my script] finishes running,Tell me when [my script] stops running,"When [my script] is finished, please let me know",Alert me when [my script] has finished
Let me know when [my script] finishes running,Send alert when [my script] is done.,Let me know when [my script] finishes.,"When [my script] is done running, let me know."
Let me know when [my script] finishes running,Remind me when [my script] finishes running.,Tell me when [my script] finishes running.,When [my script] finishes running tell me.
Let me know when [my script] finishes running,Notify me when my [my script] is done.,Notify me when my [my script] is done running.,Notify me when my [my script] is completed.
Let me know when [my script] finishes running,I would like to be informed about when( my scripts)finish running.,"When (my scripts) finish running, please let me know.",(Please update me when (my script) finish running.
Let me know when [my script] finishes running,Tell me when [my script] finishes running.,When [my script ] is done running let me know.,Inform me when [my script] is finished running.
Let me know when [my script] finishes running,When [my script] is finished running let me know.,Notify me when [my script] finishes running.,Tell me once [my script] is finished running.
Let me know when [my script] finishes running,Notify me when [my script] finishes running.,When [my script] finishes running please tell me.,Tell me when [my script] finishes running.
Let me know when [my script] finishes running,Show me when [my script] finishes running,Alert me when [my script] is done running,I want to know when [my script] finishes running
Let me know when [my script] finishes running,I want to know when [my script] is completed.,Alert me when [my script] is done running.,Notify me when [my script] has completed its run.
Let me know when [my script] finishes running,Tell me when [my script] finishes running.,Let me know when [my script] is finished.,Can you tell me when [my script] is finished running.
Let me know when [my script] finishes running,Inform me when [my script] finishes running.,"When [my script] finishes running, tell me.",Let me know when [my script] completes it's run.
Let me know when [my script] finishes running,Remind me when [my script] finishes running.,Tell me when [my script] finishes running.,"When [my script] finishes running, let me know."
Let me know when [my script] finishes running,Notify me when [my script] stops running,Alert me when [my script] is not running,Notify me when [my script] is inactive
Let me know when [my script] finishes running,Tell me when [my script] finishes running.,"When [my script] is finished, make sure to let me know.","After [my script] is completed, please inform me."
Let me know when [my script] finishes running,Notify me when [my script] finishes running,When [my script] completes running give me a notification,When [my script] has finished running let me know
Let me know when [my script] finishes running,Let me know after [my script] is done running.,Send me an alert after [my script] finishes running.,"When [my script] is done running, let me know."
Let me know when [my script] finishes running,Remind me when [my script] is finished running.,Let me know as soon as [my script] is finished with what it is doing.,"Once [my script] is finished running, let me know."
Make a reservation at [Red Lobster] for [7PM] [tonight].,I want you to make reservation at (red lobster) at (7pm) (tonight).,Please confirm the reservation at (redlobster) at (7pm) (tonight).,I would like you to have reservation at (red lobster) at (7pm) (tonight).
Make a reservation at [Red Lobster] for [7PM] [tonight].,At [7PM] [tonight] make a reservation at [Red Lobster]?,Reserve a table at [Red Lobster] [tonight] at [7PM].,Reserve a table [tonight] at [7PM] at [Red Lobster].
Make a reservation at [Red Lobster] for [7PM] [tonight].,Make a reservation for [7PM] [tonight] at [Red Lobster].,Make a reservation for [tonight] at [7PM] at [Red Lobster].,Make a reservation at [Red Lobster] for [tonight] at [7PM].
Make a reservation at [Red Lobster] for [7PM] [tonight].,Set a reservation at Red Lobster for 7PM tonight.,Make a reservation for me at Red Lobster at 7PM tonight.,Get me a reservation at Red Lobster for 7PM tonight.
Make a reservation at [Red Lobster] for [7PM] [tonight].,Give me a reservation at [Red Lobster] for [7PM] [tonight].,I need a reservation at [Red Lobster] for [7PM] [tonight].,Schedule a reservation at [Red Lobster] for [7PM] [tonight].
Make a reservation at [Red Lobster] for [7PM] [tonight].,Reserve a table at [Red Lobster] for [7PM] [tonight].,Make a [Red Lobster] reservation at [7PM] [tonight].,Reserve a spot at [Red Lobster] [tonight] for [7PM].
Make a reservation at [Red Lobster] for [7PM] [tonight].,I want to make a reservation for [7PM] [tonight] at the local [Red Lobster],Call in a reservation to [Red Lobster] for [tonight] at [7PM],I need to make a reservation for [7PM] [tonight] at the [Red Lobster] in Irvine.
Make a reservation at [Red Lobster] for [7PM] [tonight].,I'd like to go to [Red Lobster] [tonight] at [7PM],I want a reservation for [7PM] [tonight] at [Red Lobster],Make a reservation [Tonight] at [7PM] for [Red Lobster]
Make a reservation at [Red Lobster] for [7PM] [tonight].,I want you to make a reservation at [Red Lobster] for [7PM] [tonight].,Please make arrangements for [7PM] [tonight] at the [Red Lobster].,For [7PM] [tonight] I want reservations at the [Red Lobster].
Make a reservation at [Red Lobster] for [7PM] [tonight].,Reserve a table at [Red Lobster] for [7PM] [tonight].,I need to reserve a table at [Red Lobster] for [tonight] at [7PM].,Make a [7PM] reservation for [Red Lobster] [tonight].
Make a reservation at [Red Lobster] for [7PM] [tonight].,I want a reservation for [7PM] at [Red Lobster] [tonight].,Reserve a table for [7PM] [tonight] at [Red Lobster].,Check and see if there are reservations available [tonight] for [Red Lobster] at [7PM].
Make a reservation at [Red Lobster] for [7PM] [tonight].,Reserve [Red Lobster] for [7PM] [tonight],Make reservation at [Red Lobster] for [7PM] [tonight],Go to [Red Lobster] at [7PM] [tonight]
Make a reservation at [Red Lobster] for [7PM] [tonight].,Reservations at [7PM] [tonight] for [Red Lobster].,[Red Lobster] reservations [7PM] [tonight].,Get me reservations [Red Lobster] at [7PM] [tonight]
Make a reservation at [Red Lobster] for [7PM] [tonight].,Book a table for me [tonight] at [Red Lobster] at [7PM].,Make a [Red Lobster] reservation for [tonight] at [7PM].,I want a table at [7PM] [tonight] at [Red Lobster].
Make a reservation at [Red Lobster] for [7PM] [tonight].,I want you to make a reservation at [Red Lobster] for [7PM] [tonight].,At [7PM] [tonight] make reservations at the [Red Lobster].,Please make a reservation at the [Red Lobster] for [7PM] [tonight].
Make a reservation at [Red Lobster] for [7PM] [tonight].,I need to make a reservation for [tonight] at [7PM] for [Red Lobster],[Red Lobster] should know to expect me at [7PM] [tonight],I would like a reservation at [Red Lobster] [tonight] at [7PM]
Make a reservation at [Red Lobster] for [7PM] [tonight].,Reserve a table at [red lobster] for [7PM] [tonight],I need a reservation for .,Reservation at [Red Lobster] for [7PM] [tonight]
Make a reservation at [Red Lobster] for [7PM] [tonight].,I need a reservation made for [Red Lobster] for [7PM] [tonight].,Get me a table reserved at [Red Lobster] for [7PM] [tonight].,[tonight] I'd like a [7PM] reservation at [Red Lobster].
Make a reservation at [Red Lobster] for [7PM] [tonight].,Set reservation for [Red Lobster] for [7PM] [tonight],Remind me to confirm [Red Lobster] reervation for [7PM] [tonight],Put [Red Lobster] on my calendar for [7PM] [tonight]
Make a reservation at [Red Lobster] for [7PM] [tonight].,we need a reservation at [red lobster] for [7PM] [tonight],at [7pm] [tonight] we need a reservation at [red lobster],I want [7pm] reservation for [tonight] at [red lobster]
Make a reservation at [Red Lobster] for [7PM] [tonight].,Get a table at red lobster for 7pm tonight,Reserve a time at reb lobster tonight at 7pm,Set up a reservation for red lobster tonight at 7pm
Make a reservation at [Red Lobster] for [7PM] [tonight].,I want a reservation at [Red Lobster] for [7PM] [tonight],Make me a reservation for [7PM] [tonight] at [Red Lobster],Get me a reservation [tonight] at [7PM] at [Red Lobster]
Make a reservation at [Red Lobster] for [7PM] [tonight].,Make a reservation for me for [7PM] [tonight] at [Red Lobster].,Schedule a reservation at [Red Lobster] at [7PM] [tonight].,I want a reservation at [Red Lobster] for [7PM] [tonight].
Move all [downloads] to my [Desktop] folder.,[Downloads] should be moved to the [Desktop],My [Desktop] is the destination folder for [downloads],All [downloads] go on the [Desktop]
Move all [downloads] to my [Desktop] folder.,Transfer all of my [downloads] to the [Desktop] folder.,Transfer [downloads] to the the [Desktop] folder.,Please move all of my [downloads] to my [Desktop] folder.
Move all [downloads] to my [Desktop] folder.,Move all files in downloads to my Desktop.,Move every file in downloads over to the Desktop folder.,Move everything in downloads to the Desktop.
Move all [downloads] to my [Desktop] folder.,Put all my[downloads] in my [Desktop] folder.,Transfer all [downloads] to my [Desktop] folder.,Use my [Desktop] folder to move all my[downloads] into.
Move all [downloads] to my [Desktop] folder.,Clear out [downloads] and put them in [Desktop].,Transfer everything in my [downloads] folder to [Desktop] folder.,Shift everything from [downloads] to [Desktop].
Move all [downloads] to my [Desktop] folder.,Put my [downloads} saved to my [Desktop],Save all my [downloads] on my [Desktop],move my [downloads] and save them on to my [Desktop] folder.
Move all [downloads] to my [Desktop] folder.,Move all my [downloads] to the [Desktop],Move all [downloads] to the folder [Desktop],Move the location of all [downloads] to my [Desktop] folder
Move all [downloads] to my [Desktop] folder.,Transfer all of my [downloads] into my [Desktop] folder.,Add to my [Desktop] folder all my [downloads] by moving them.,I need all my [downloads] moved over to my [Desktop] folder.
Move all [downloads] to my [Desktop] folder.,Put all [downloads] in my [Desktop] folder.,Move all of my [downloads] to my [Desktop] folder.,Transfer all [downloads] to my [Desktop] folder.
Move all [downloads] to my [Desktop] folder.,Store all [downloads] in my [Desktop] folder,Put all [downloads] in my [Desktop] folder,Place all my [downloads] in my [Desktop] folder
Move all [downloads] to my [Desktop] folder.,Transfer all [downloads] to my [Desktop] folder.,Move any [downloads] to [Desktop] folder.,Take any [downloads] and place them in my [Desktop] folder.
Move all [downloads] to my [Desktop] folder.,Send any [downloads] to the [Desktop] folder.,"If I have [downloads], move to the folder called [Desktop].",Put all of my [downloads] in [Desktop] folder.
Move all [downloads] to my [Desktop] folder.,Place all my [downloads] in my [Desktop] folder.,All [downloads] should go to my [Desktop] folder.,My [Desktop] folder is the place that I want all [downloads] moved to.
Move all [downloads] to my [Desktop] folder.,Relocate all [downloads] to my [Desktop] folder.,Place all [downloads] in my [Desktop] folder.,Put all [downloads] in the [Desktop] folder.
Move all [downloads] to my [Desktop] folder.,I need all [downloads] to be in my [desktop folder].,Reroute the [downloads] to the [desktop folder].,Change [downloads] location to [desktop folder].
Move all [downloads] to my [Desktop] folder.,Filter all [downloads] into my [Desktop] folder.,Place all of my [downloads] into my [Desktop] folder.,My [downloads] should be moved into my [Desktop] folder.
Move all [downloads] to my [Desktop] folder.,Put all of my [downloads] in my [Desktop] folder.,Copy and cut all of my [downloads] into my [Desktop] folder.,I want all of my [downloads] moved to my [Desktop] folder.
Move all [downloads] to my [Desktop] folder.,My [Desktop] folder should contain all [downloads],All [downloads] need to move to my [Desktop],All of my [downloads] should go to the [Desktop]
Move all [downloads] to my [Desktop] folder.,Please move all of my [downloads] to my [desktop] folder.,I want all of my [downloads] moved into my [desktop] folder.,I need you to move all of my [downloads] to my [desktop] folder.
Move all [downloads] to my [Desktop] folder.,Put all [downloads] in [Desktop] folder,Get all [downloads] into the [Desktop] folder,Make sure the [Desktop] folder holds all the [downloads]
Move all [downloads] to my [Desktop] folder.,Get all [downloads] and move them on my [Desktop].,Put all [downloads] in [Desktop].,Change location of files in [downloads] to [Desktop].
Move all [downloads] to my [Desktop] folder.,Switch all downloads to me desktop folder.,Change all downloads over to my desktop folder.,Put all downloads in to my desktop folder.
Move all [downloads] to my [Desktop] folder.,Transfer all of my [downloads] to my [Desktop] folder.,Take my [Desktop] folder and move all of my [downloads] into it.,I want to take all of my [downloads] and have them transferred into the folder on my [Desktop].
Mute everything,Turn down the volume on everything.,Silence everything.,Make the volume zero for everything.
Mute everything,Turn off the volume.,Turn down the sound.,Silence everything.
Mute everything,Turn off all sounds,Mute all programs,Put main volume on mute
Mute everything,Can you please mute everything?,I want you to mute all the sounds.,Set the volume to mute.
Mute everything,Turn sound off,Mute all,Total silence
Mute everything,Silence everything.,Turn off the sound on everything,Put everything on mute.
Mute everything,Enable mute,Turn on mute,Mute all
Mute everything,Turn the volume off on everything.,Make the volume for everything be zero.,Turn the volume for everything to mute.
Mute everything,Turn off all sounds.,Silencio!,Silence all functions please.
Mute everything,Mute,Turn off volume,No sound
Mute everything,Turn off everything.,put the volume to zero.,Make sure there is no volume at all.
Mute everything,Cancel all sound.,Mute out everything.,Silence all sound.
Mute everything,Mute all sounds.,Mute anything making noise.,Mute any and all sounds.
Mute everything,Mute all sound,Silence everything,Mute anything that's making sound
Mute everything,Silence all,Turn all volumes down,Turn all sound off
Mute everything,Mute all,Silence All,Silence everything
Mute everything,Silence everything,Turn off the sound,Mute all sound
Mute everything,Silence all,Everything should be silent,Mute all
Mute everything,Turn off the sound on everything.,No sound please.,I want everything muted.
Mute everything,Make sure everything is muted,Put it on mute,I don't want any sounds because it should be muted
Mute everything,Silence everything.,Mute out all sound.,Cancel all sound.
Mute everything,Silence everything,Turn on mute for all.,Start mute for everything.
Mute everything,Mute all sounds,Turn all sounds off,Turn the volume all the way down
Mute other apps when I [am watching Youtube],Silence other apps when I [am watching Youtube].,When I [am watching Youtube] please mute other apps.,Remember to mute other apps when I [am watching Youtube].
Mute other apps when I [am watching Youtube],Make sure all other apps are mute when I (am watching youtube).,"I want all other apps volume off, when I (am watching youtube)","while I (am watching youtube, other apps has to be muted."
Mute other apps when I [am watching Youtube],Turn off volume on other programs when I [am watching Youtube],Stop the sound on other when I [am watching Youtube],Turn off sound from other apps when I [am watching Youtube]
Mute other apps when I [am watching Youtube],"When I [am watching Youtube], mute all other apps.",Turn the sound off other apps when I [am watching Youtube].,Make other apps mute when I [am watching Youtube].
Mute other apps when I [am watching Youtube],Mute all other apps while I [am watching Youtube].,When I [am watching Youtube] mute other apps.,I want all other apps muted when I [am watching Youtube].
Mute other apps when I [am watching Youtube],If [I am watching Youtube] mute all other apps.,Make sure all my other apps are muted when I [am watching Youtube].,All other apps need to be muted if I [am watching Youtube].
Mute other apps when I [am watching Youtube],"When I [am watching Youtube], mute other apps",Other apps should be muted when I [am watching Youtube],"Ever time I [am watching Youtube], mute other applications"
Mute other apps when I [am watching Youtube],Silence all applications whenever I [am watching Youtube].,"When I [am watching Youtube], keep any other apps quiet.",Prevent any apps from making noise whenever I [am watching Youtube].
Mute other apps when I [am watching Youtube],Turn down the volume on everything else when I [am watching Youtube].,"If I am [am watching Youtube], mute all other apps.","Whenever I [am watching Youtube], mute all other apps."
Mute other apps when I [am watching Youtube],Silence other apps when I am watching Youtube.,Mute all other tabs when I am watching Youtube.,I want to be able to hear only YouTube when I am watching Youtube.
Mute other apps when I [am watching Youtube],When I [am watching Youtube] mute other apps,Make sure all other apps are muted when I [am watching Youtube],While I [am watching Youtube] make the other apps silent
Mute other apps when I [am watching Youtube],Silence other apps when I [am watching Youtube],Turn off the volume other apps when I [am watching Youtube],Remove the sound from other apps when I [am watching Youtube]
Mute other apps when I [am watching Youtube],When I am watching Youtube I want my other apps off.,When I am watching Youtube I want my apps muted.,I want to silence other apps while I am watching Youtube.
Mute other apps when I [am watching Youtube],Silence all other apps when I [am watching Youtube].,"When I am [am watching Youtube], mute all other apps.","When I am [am watching Youtube], silence all other apps."
Mute other apps when I [am watching Youtube],Mute all when I [am watching Youtube],Only play sound when I [am watching Youtube],Mute all apps when I [am watching Youtube]
Mute other apps when I [am watching Youtube],Turn down other apps when I [am watching Youtube],Turn other stuff down when I [am watching Youtube],Be quiet when I [am watching Youtube]
Mute other apps when I [am watching Youtube],"When I [am watching YouTube], mute all other apps.",I want all other apps muted when I [am watching YouTube].,"When I [am watching YouTube], I want all the other apps muted."
Mute other apps when I [am watching Youtube],Silence other apps when I [am watching Youtube].,When I [am watching Youtube] please mute other apps.,Remember to mute other apps when I [am watching Youtube].
Mute other apps when I [am watching Youtube],Mute all my other apps anytime I [am watching Youtube].,When you see that I [am watching Youtube] I want you to mute all other apps.,Quiet all other apps anytime that I [am watching Youtube].
Mute other apps when I [am watching Youtube],When I [am watching Youtube] make it the exclusive sound,If I [am watching Youtube] then all other apps should be muted,Mute everything else when I [am watching Youtube]
Mute other apps when I [am watching Youtube],Silence other apps when I am watching youtube.,If I am watching youtube mute other apps,Turn down volume on other app when I am watching youtube
Mute other apps when I [am watching Youtube],"Whenever I [am watching Youtube], mute all my other apps.",Silence all my other apps whenever I [am watching Youtube].,"Any time I [am watching Youtube], mute my other apps."
Mute other apps when I [am watching Youtube],When I [am watching Youtube] mute other apps,I want the any other apps muted when I [am watching Youtube],If I [am watching Youtube] have other apps muted
Open the [document] I just closed.,Please open the [document] I closed.,Open the last [document] I closed.,Can you open the [document] that was just closed?
Open the [document] I just closed.,Open the most recently closed [document],Open the [document] that I just closed,Open the PDF [document] that I closed last
Open the [document] I just closed.,Reopen the [document] I just closed.,Bring the [document] I just closed back up.,Open the [document] I was just looking at.
Open the [document] I just closed.,Reopen my closed [document],I want my [document] I closed opened,I want the [document] I just closed reopened
Open the [document] I just closed.,Reopen the [document] that I just closed.,I just closed a [document] and I now want it opened again.,Open the most recently closed [document].
Open the [document] I just closed.,Open my most recently closed [document].,Re-open the [document] that I just closed.,Re-open the most recently closed [document].
Open the [document] I just closed.,Open the [document] I just had opened.,Reopen this [document] that has just closed.,Open the last [document] I used.
Open the [document] I just closed.,Reopen that document.,Open the closed document.,I want to see the document I closed.
Open the [document] I just closed.,Reopen [document].,Open recent [document].,Open last [document].
Open the [document] I just closed.,Re open the [document] I just closed,I need to open the [document] I just closed,Have the [document] I just close open again
Open the [document] I just closed.,Pull up the [document] that I just closed.,"The [document] I just closed, please open it.",Show me the [document] that I just closed.
Open the [document] I just closed.,"The [document] I just closed, please open it.",Pull up the [document] I just closed.,Find the [document] I just closed for me.
Open the [document] I just closed.,I want to open the [document] I closed.,Please open the [document] I previously closed.,I need to open the [document] I closed.
Open the [document] I just closed.,Re-open the last closed [document],The [document] I just closed is the one to open,Open the last [document] I closed
Open the [document] I just closed.,Reopen my last closed [document].,Open up the [document] I closed a second ago.,Let me see the [document] that I just closed down.
Open the [document] I just closed.,Open previous [document],Open [document],Show previously opened [document]
Open the [document] I just closed.,Open up the document that was just closed.,Re-open the document that I closed just now.,Please open up the document that I just closed.
Open the [document] I just closed.,Open the [document] I closed previously.,I would like you to open the [document] that I just closed.,Open the [document] that was recently closed.
Open the [document] I just closed.,Open the [document] I just recently closed.,Re-open the [document] I just recently closed.,Open up the [document] that was just closed.
Open the [document] I just closed.,The [document] I just closed should be opened,I need to open the [document] that was recently closed,The last [document] I had open should be opened
Open the [document] I just closed.,Please reopen the document I just closed.,"I closed a document, please open it.",The document I closed needs to opened.
Open the [document] I just closed.,Reopen that [document] I just closed,Open any [document]s I had closed,Run the [document] I closed
Open the [document] I just closed.,Reopen the last document.,Show me the document I was just looking at.,Bring back the previous document.
Play [Fancy] after this song is over.,Play [Fancy] next,Make the next song played [Fancy],Have [Fancy] play after this song
Play [Fancy] after this song is over.,When this song is done play [Fancy].,When this song is over play [Fancy] next.,After this song is finish play [Fancy] next.
Play [Fancy] after this song is over.,"Once this current song is over, I want to hear [Fancy]",I want the next song to be [Fancy].,"After this song ends, please play [Fancy] ."
Play [Fancy] after this song is over.,Next song should be [Fancy].,Make [Fancy] the next song.,"As soon as this is over, I want to hear [Fancy]."
Play [Fancy] after this song is over.,After this song play [Fancy].,When this song is over play [Fancy].,I want [Fancy] to play after this song.
Play [Fancy] after this song is over.,Play [Fancy] when this song ends.,Play [Fancy] next.,Play [Fancy] when this song finishes.
Play [Fancy] after this song is over.,Play [Fancy] after this.,I want to listen to [Fancy] next.,After this song is over I want to listen to [Fancy].
Play [Fancy] after this song is over.,After this song is over play [Fancy].,Play [Fancy] next.,When this song finishes play [Fancy].
Play [Fancy] after this song is over.,I want to hear [Fancy] after this song.,Play the song [Fancy] when this is over.,Start the song [Fancy] when this is finished.
Play [Fancy] after this song is over.,I want to hear Fancy when this song is over.,Play Fancy next.,I want to hear Fancy after this song.
Play [Fancy] after this song is over.,Play [Fancy] once this song finishes.,After this song is finished I want to hear [Fancy] next.,I'd like to hear [Fancy] once this song finishes.
Play [Fancy] after this song is over.,"After this song ends, please play [Fancy]",[Fancy] should play after this song,"When this song ends, [Fancy] should play next"
Play [Fancy] after this song is over.,Play the song [Fancy] next.,Play the song [Fancy] when this song ends.,I would like to hear [ Fancy] after this song.
Play [Fancy] after this song is over.,"After this song, play Fancy.",Queue up Fancy after this song is over.,"After the song that's playing, play Fancy next."
Play [Fancy] after this song is over.,Play [Fancy] next.,Please play [Fancy] after this.,Can you play [Fancy] next?
Play [Fancy] after this song is over.,Play the song [Fancy] next.,Play the song [Fancy] after the current song.,Put the song [Fancy] as next on my playlist.
Play [Fancy] after this song is over.,"At the end of this song, play [Fancy].",I want to hear [Fancy] when the current song ends.,Play [Fancy] next.
Play [Fancy] after this song is over.,Play [Fancy] when this song ends.,I want to hear [Fancy] next..,"After this song is over, play [Fancy]."
Play [Fancy] after this song is over.,Play [Fancy] next.,I want to hear [Fancy] next.,"After this song, play [Fancy]."
Play [Fancy] after this song is over.,"Once this song is over, play [Fancy].",Play [Fancy] once the current song is finished.,"After this song is over, play [Fancy]."
Play [Fancy] after this song is over.,"When this song's done, play Fancy.","After this song ends, play Fancys.","When the song finishes, plat Fancy."
Play [Fancy] after this song is over.,"After this song, play [Fancy].",Play [Fancy] after this.,I want to listen to [Fancy] after this song.
Play [Fancy] after this song is over.,"When this song is over, play [Fancy]",Can you play [Fancy] next?,Play [Fancy] next
Play [classical music] when [Microsoft Word] is open,When [Microsoft Word] is open play [classical music].,I want to listen to [classical music] whenever [Microsoft Word ] is open.,Play [classical music] whenever I have [Microsoft Word] open.
Play [classical music] when [Microsoft Word] is open,"Each time [Microsoft Word] is opened, play[classical music]",Make sure [classical music] is playing whenever [Microsoft Word] is open,Have [classical music] play each time [Microsoft Word] is open
Play [classical music] when [Microsoft Word] is open,"At the opening of (microsoft word), play (classical music).","Turn on (classican music),while opening the (microsoft word).",Make sure (classical music ) is played when (microsoft word) is opened.
