2,"at [5pm] [tomorrow], call [sarah]."
32,show all [photos of myself] taken in [2013]
4,set my default [search engine] to [bing]
21,i want the next song to be [fancy].
40,how do i set warnings for the memory usage of [chrome]
15,when [my script] completes running give me a notification
42,open urban dictionary and search for [lol]
28,keep my [id number] for me.
47,i want the best [restaurant] that i nearest to me.
10,how many calories in each [oreo]?
36,take a screenshot and [email] it to [joe].
39,set an alarm for [5 minutes] to wake me up.
27,send [bertha]'s attachments to [dropbox]
36,send [joe] a screenshot of the [email]
5,set language to [french]
7,what is the best route if i want to [walk] to [safeway]?
8,let me see [cvs]'s] hours
28,save my [id number].
48,do u know anything about the time of my next meeting?
32,bring up [photos of myself] from the year [2013].
41,what [words] do i use too frequently in [this essay]?
6,i would like a [pumpkin spice latte] from [starbucks].
2,"at [5pm] [tomorrow], call [sarah]."
17,get all [downloads] into the [desktop] folder
40,tell me when [chrome] is using a high amount of memory
18,i don't want any sounds because it should be muted
6,please order me the [pumpkin spice latte] from [starbucks].
28,keep my [id number] saved
28,remember my [id number].
6,give me a [pumpkin spice latte] from [starbucks].
25,print the [documents] i have displayed.
16,give me a reservation at [red lobster] for [7pm] [tonight].
44,show me a list of words better than [good].
12,what was my time spent [facebook] [this week]?
23,can please play all of the [songs] that were played [yesterday]?
49,what is the best time to [go grocery shopping]?
21,i want to listen to [fancy] next.
40,remind me when [chrome] has too much memory allocated.
8,when does [cvs] close?
45,show me the traffic on the way [home].
37,send [my wife] a notification that [i'm coming home].
15,let me know when [my script] completes it's run.
32,display [photos of myself] from [2013]
36,screenshot this and then send an [email] of this to my contact [joe].
9,what's the sum total of my [emails] written [today]?
18,put everything on mute.
5,where is the setting for [french] language
14,notify me when [joe] sends an [email].
50,what time will the [package] get here?
23,i want to hear the same [songs] i heard [yesterday]
46,what [websites] did i like the best [last year]?
44,what is a synonym for the word [good]?
37,let [my wife] know [i'm coming home].
21,make the next song played [fancy]
44,please show me synonyms for the word [good].
48,do you know when my next meeting is?
25,print out all of the [documents] i have that are now open.
45,can you bring up the traffic map for my route [home].
47,what's the highest-rated [restaurant] in the area?
30,make a [microsoft word] document with my [note]
48,when is my next meeting scheduled?
4,change my default [search engine] to [bing].
29,can you remind me to read this [article] later?
23,replay the [songs] that i played [yesterday].
40,"when [chrome] uses too much memory, warn me"
3,i need to cancel my [4pm] appointment.
38,who is [beyonce]?
2,call [sarah] [tomorrow] at [5pm].
33,"over the [last month], which [new york times] articles have i read?"
44,what is a synonym for [good]?
18,put the volume to zero.
14,"when [joe] [email]s me, let me know."
10,would you say [oreos] are high in calories?
18,mute everything
20,i need to open the [document] that was recently closed
31,set this location as [home].
11,"if i have [10 euros], how many [dollars] is that?"
4,will you change my [search engine] to [bing].
48,when do i have to be at my next meeting?
14,"if [joe] sends me an [email], tell me."
39,set an alarm for [5 minutes] from now.
5,how can i read this in [french]
22,"when i'm using [microsoft word], play some [classical music]."
50,please tell me when my [package] will get here.
5,change the current language to [french].
44,what is a synonym for [good]?
20,"the [document] i just closed, please open it."
46,which [websites] were my favorite [last year]?
25,print now
2,at [5pm] [tomorrow] call [sarah]
32,i want to see [photos of myself] from [2013]
32,let me see [photos of myself] taken in [2013]
20,i just closed a [document] and i now want it opened again.
13,turn up the volume when i [am watching a movie].
12,how long was i on [facebook] [this week]?
1,restrict my access from this site in [10 minutes].
48,look up my next meeting for me.
31,keep this location as [home].
29,i want you to remind me later to read this [this article].
41,what [words] are being overused in [this essay]?
27,all attachments from [bertha] should go to [dropbox].
29,tell me to read [this article] later.
43,what is this [error] telling me to do?
22,turn on some [classical music] when [microsoft word] is opened.
27,send all attachments from [bertha] to my [dropbox] folder.
12,how many hours did i spend on [facebook] [this week]?
17,my [desktop] folder is the place that i want all [downloads] moved to.
45,is traffic bad on the way [home]?
28,i'd like to retain a record of my [id number].
41,[this essay] has some overused [words]; where are they?
42,what does [lol] mean?
26,open this [tab] in a new [window].
25,i need the open [documents] printed now.
43,tell me what this [error] means.
40,tell me if [chrome] starts using up too much memory.
29,i would like you to remind me to read [this article] later.
48,what is the date of my next meeting?
4,i want [bing] to be my default [search engine].
48,what time is the next meeting?
27,"if i get attachments from [bertha], transfer them to my [dropbox] folder."
32,i want to view [photos of myself] from [2013].
6,does [starbucks] have a [pumpkin spice latte]
33,pull up all the [new york times] articles that i've read in the [last month].
20,open the [document] that was recently closed.
42,does [lol] mean something?
30,keep my [note] as a document in [microsoft word].
29,make sure i remember to review [this article] in the future.
48,when is my next meeting?
23,i want same [songs] that i played [yesterday] to play now
46,tell me my favorite [websites] of [last year].
30,save my [note] as a [microsoft word] document.
2,"at [5pm] [tomorrow], call [sarah]."
46,what were my favorite [websites] [last year]?
32,list images from [2013] with [photos of myself].
45,"on the route [home], what does traffic look like?"
26,place this [tab] into a new [window].
13,when i [am watching a movie] increase the volume.
37,[my wife] should be told that [i'm coming home]
12,please tell me how much time i spent on [facebook] [this week]?
26,make this [tab] into its own [window].
43,explain this [error] to me.
8,how much longer is [cvs] open?
41,what [words] do i use the most in [this essay]?
2,"at [5pm] [tomorrow], call [sarah]"
37,notify [my wife] that [i'm coming home].
32,bring up [photos of myself] from [2013]
37,message [my wife] that [i'm coming home].
31,remember this location as [home].
15,when [my script] is finished running let me know.
31,set this location as [home]
11,how much would [10 euros] be in [dollars]?
2,"[tomorrow] at [5pm], call [sarah]."
1,after [10 minutes] don't allow me to enter this site.
32,i want to see [photos of myself] from [2013]
39,take me out of sleep after [5 minutes]
27,enter all the attachments from [bertha] into my [dropbox] folder.
23,repeat the [songs] i played [yesterday].
43,"i don't understand the [error] i got, what's it saying?"
18,mute out all sound.
39,in [5 minutes] wake me up
42,what does [lol] mean?
4,i want my home page [search engine] to show [bing].
49,when should i plan to [go grocery shopping]
20,show me the [document] that i just closed.
27,all attachments that [bertha] sends me need to go in my [dropbox] folder.
20,let me see the [document] that i just closed down.
28,please remember my [id number]
38,give me information about [beyonce].
30,please make my [note] a [microsoft word] document.
36,send this screenshot to [joe] through his [email].
5,i want the language to be [french]
6,order a [pumpkin spice latte] from [starbucks]
30,keep the [note] as a doc in [microsoft word].
22,i want to hear [classical music] if i'm using [microsoft word].
20,reopen [document].
17,take any [downloads] and place them in my [desktop] folder.
18,turn down the sound.
5,i need you to change the language to [french].
8,what are the [cvs] closing hours?
9,can you tell me the total amount of [emails] that i have wrote [today]?
25,print all the pdf [documents] i have open
45,how is traffic to [home]?
38,do you have more information about [beyonce]
15,remind me when [my script] is finished running.
7,what is the route if i want to [walk] to [safeway]?
7,i want to [walk] to [safeway] and i need you to tell me how.
40,if [chrome] uses too much memory let me know.
28,store my [id number] for me.
46,what were my most popular [websites] [last year]
43,what's the meaning of [error]?
38,i'd like to hear what you know about [beyonce].
44,what's a preferable word for [good]?
16,i would like a reservation at [red lobster] [tonight] at [7pm]
1,block me anytime i've viewed this site for more than [10 minutes].
18,i want everything muted.
19,"when i [am watching youtube], mute all other apps."
1,kick me off this site after [10 minutes].
33,show me every [new york times] article i've read in the [last month].
50,is my [package] on time?
42,what do the letters [lol] mean?
18,total silence
38,tell me more about [beyonce] and her history.
3,please cancel my [4pm] appointment.
48,the date of my next meeting?
25,print my open [documents].
2,[tomorrow] call [sarah] at [5pm]
9,how many [emails] have i sent [today]?
19,turn off volume on other programs when i [am watching youtube]
13,when i [am watching a movie] move up the volume.
41,tell me what [words] do i overuse in [this essay]?
30,save this [note] in a [microsoft word] file.
8,can you tell me when [cvs] closes?
12,what was my [facebook] usage [this week]?
18,mute all sounds.
38,give me some more info on [beyonce].
35,let me see the last [tab] i was viewing.
37,alert [my wife] so she knows that [i'm coming home].
39,set alarm for [5 minutes] from now.
18,turn all sounds off
36,send [joe] a screenshot of this by [email].
33,show articles i've read from the [new york times] in the [last month].
13,turn up the volume when i [am watching a movie].
28,remember my [id number].
13,turn up the volume when i [am watching a movie].
20,open the closed [document].
16,i need to reserve a table at [red lobster] for [tonight] at [7pm].
16,i want to make a reservation for [7pm] [tonight] at the local [red lobster]
7,show me directions to [safeway] when i [walk]?
33,"in the [last month], which articles have i read from the [new york times]"
24,turn on my playlist of the greatest [songs] from the year [2012].
37,remind me to tell [my wife] that [i'm coming home]
19,when you see that i [am watching youtube] i want you to mute all other apps.
24,play the [2012] top [songs].
5,switch language to [french].
16,reserve a table [tonight] at [7pm] at [red lobster].
17,transfer all [downloads] to my [desktop] folder.
46,which [websites] did i visit the most [last year]?
12,what does the log say about my [facebook] hours [this week]
33,display articles from the [new york times] that i read [last month].
37,contact [my wife] that [i'm coming home].
46,list the [websites] i visited the most [last year].
1,make sure to block me from this site in [10 minutes]
38,can i have more information about [beyonce]?
21,when this song finishes play [fancy].
14,i want to know if [joe] sends me an [email]
40,let me know when [chrome] uses too much memory.
1,block me after [10 minutes] of being on this site.
27,copy all of the attachments from [bertha] to [dropbox] folder.
14,"if [joe] [email]s] me, tell me."
35,"for the [tab] i was just looking at, go back"
27,put everything [bertha] sends me into [dropbox].
31,save as [home]
20,please open up the [document] that i just closed.
27,"if [bertha] sends me an attachment, put it into my [dropbox] folder"
25,print all open [documents].
1,"please, after [10 minutes] block me from this site"
22,start playing [classical music] whenever [microsoft word] is open.
49,what's the best time for me to [go grocery shopping].
40,alert me when [chrome] is running low on memory
11,what is the value of [10 euros] when it is converted into [dollars]?
19,i want all other apps muted when i [am watching youtube].
14,when [joe] sends me a [email] let me know.
33,show me the articles i've read in the [last month] from the [new york times].
49,what is the most efficient time for [going grocery shopping]?
22,"when [microsoft word] is open, play [classical music]."
15,after [my script] finishes running please alert me
4,make my default [search engine] [bing].
43,what causes this [error]
26,open this [tab] into a new [window]
14,"if [joe] send me an  [email], let me know."
19,"when i [am watching youtube], mute other apps"
20,re-open the [document] that i closed just now.
15,notify me when [my script] stops running
26,turn this [tab] into a new [window].
18,turn down the volume on everything.
41,count the number of [words] in [this essay]?
33,"in the [last month], show me all the [new york times] articles i've read."
19,quiet all other apps anytime that i [am watching youtube].
19,when i [am watching youtube] please mute other apps.
34,open up pictures of [kittens].
39,set off an alarm to wake me in [5 minutes].
16,i want you to make a reservation at [red lobster] for [7pm] [tonight].
31,i want this location saved as [home].
11,google [10 euros] to [dollars]
7,i need directions to [walk] to [safeway].
8,how late does [cvs] stay open?
23,play all [songs] that i listened to on spotify [yesterday]
12,how much time have i spent [this week] on [facebook]?
35,i want to see the previous [tab].
10,how many calories are there in [oreos]?
48,i want you to tell me when my next meeting is.
26,place [tab] in new [window].
40,alert me when [chrome] is using too much memory.
27,send all the attachments from [bertha] to my [dropbox] folder.
45,how does the traffic look for the drive [home]?
31,this location needs to be saved as my [home].
31,save this as the [home] location
48,can u let me know about my next meeting?
17,all [downloads] need to move to my [desktop]
18,everything should be silent
49,when is a good time for me to [go grocery shopping]?
23,can you play the same [songs] from [yesterday]
13,increase volume when i [am watching a movie].
37,[i'm coming home] tell [my wife]
37,inform [my wife] that [i'm coming home]
24,play the favorite [songs] of [2012]
8,when does [cvs] close?
41,which [words] have i used too much in this [essay]
34,bring up pictures of [kittens].
40,tell me when [chrome] is the running
25,i'd like you to print out the open [documents].
24,i want to listen to the number one [songs] from the year [2012].
45,how is the traffic on the way [home]?
34,pull up pictures of [kittens]
14,give me an alert if [joe] sends and [email].
33,whuch are the articles i read [last month] in [new york times].
7,how can i [walk] to [safeway]?
31,keep this location as [home].
37,let [my wife] know that [i'm coming home].
40,alert me when [chrome] is taking too much memory.
42,[lol] is short for what?
32,display [photos of myself] from [2013]
1,remove me from this site after [10 minutes].
17,transfer all [downloads] to my [desktop] folder.
1,please block me from this site in [10 minutes].
49,what time is best for me to [go grocery shopping]
10,what's the calorie count for [oreos]?
24,play all of the hit [songs] from [2012].
20,reopen that [document] i just closed
21,"when this song's done, play [fancy]."
20,the [document] i closed needs to opened.
14,remind me if [joe] sends an [email].
8,what time does [cvs] close?
26,please take this [tab] and open it in a new [window].
50,on what day will my [package] be delivered.
31,save this as my [home] location.
15,alert me when [my script] is done running.
23,repeat the [songs] from [yesterday] that i played.
24,start playing the highest ranked [songs] from [2012].
1,shut off this cite in [10 minutes].
49,"if i want to [go grocery shopping], when should i do it"
25,"i have [documents] open, i'd like them to be printed."
34,show me some photographs of [kittens].
13,raise volume level when i [am watching a movie].
42,what does [lol] mean?
47,what the closest best [restaurant] near me?
26,move this [tab] into its own [window].
3,i have a [4pm] appointment please cancel it.
29,remind me that i should read [this article] later.
14,tell me if [joe] sends an [email].
31,set this location as my [home]
7,what is the best way to get to [safeway] if i were to [walk]?
26,create a new [window] by expanding this current [tab].
11,what is the conversion rate for [10 euros] into [dollars]?
47,what's the best [restaurant] around me?
6,get a [starbucks] [pumpkin spice latte].
10,find out how many calories an [oreos] ha
17,transfer all [downloads] to my [desktop] folder.
40,i would appreciate if you would send a notification as soon as [chrome] begins using a lot of memory.
28,always remember my [id number].
23,you wanna play the same [songs] that i played [yesterday]?
41,which [words] do i use too often in [this essay]?
24,play the best rated [songs] from [2012].
49,at what point should i [go grocery shopping]?
21,"after this song ends, please play [fancy]"
